# TR_COL	1
# GENE_COL	1
# EXP	Astrocyte	2
# EXP	Neuron	6
# EXP	OPC	8
# EXP	NFO	7
# EXP	MO	5
# EXP	Microglia	4
# EXP	Endothelial	3
# END
Brpf3	4.1	6.3	4.1	2.7	1.5	3.7	2.8
Brsk1	9.8	50.5	23.4	50.9	47.6	12.1	0.6
Brsk2	19.5	33.8	14.2	13.1	11.9	1.9	0.1
Brwd1	15.4	21.4	19.4	20	9.6	5.9	10.3
Brwd3	3.1	2.1	2.3	1.8	0.4	0.3	2.6
Bscl2	10.2	26.2	41.8	22.3	11.6	46.5	15.6
Bsdc1	12	20.4	18.6	16.4	16.7	18.9	28.3
Bsg	97.3	151.9	241.2	97	62.8	260	7449.2
Bsn	0.4	13.1	3	0.9	0.8	1.8	0.1
Bspry	0.3	0.3	0.4	0.5	0.5	0.1	3.4
Bst2	0.7	0.3	1.3	0.2	0.5	30.8	26.2
Btaf1	15.7	4.9	5	4.3	1.1	3.7	5.8
Btbd1	18.8	30.1	23.7	20.4	12.4	4.3	14.7
Btbd10	10.1	15.3	9.9	7.3	3.8	2.1	13.7
Btbd11	0.1	6.2	2.6	0.9	0.3	0.1	2.9
Btbd16	0.1	0.1	0.1	1.6	2.6	0.1	0.1
Btbd17	77.5	6.9	8.8	9	3.5	2.9	0.2
Btbd19	0.6	1	0.8	1	1	5.1	1.8
Btbd2	9.5	16.1	16.6	6.8	5.4	13.6	8.9
Btbd3	8	11.6	11.4	12.9	8.5	1.4	15.5
Btbd6	4.3	10.1	7.9	6.3	5	8.4	4.7
Btbd7	6.7	4.4	4.5	3.3	0.7	2.3	11.7
Btbd9	3.9	7.7	6.5	7.1	3	7.9	2.9
Btd	17.2	3.3	21.9	15.2	9.2	13.2	20.9
Btf3	4.7	7.6	7.9	9.3	7.2	7.6	28.4
Btf3l4	9.3	15.1	15.1	10.9	3.3	3.6	8.6
Btg1	60.9	36.3	25.2	12.1	5.3	186.5	51.2
Btg2	112.1	33.2	20.9	1.1	2.2	362.4	193.3
Btk	0.1	0.1	1.4	0.1	0.2	16	0.1
Btrc	4.1	7.8	5.7	3	1.4	2	3.4
Bub1	1.8	0.3	3.3	0.3	0.1	0.2	3.4
Bub1b	1.7	0.5	4	0.3	0.1	0.7	3.3
Bub3	15.1	16.5	28	21.2	25.9	31.9	30.2
Bud13	3.4	3	3.6	1.9	1.1	3.2	1.5
Bud31	23.3	22.1	36.3	44.8	36.5	41.7	72.7
Bysl	3.5	4.8	5.9	4.9	3.5	5.1	5.9
Bzrap1	8.5	16.6	15.1	7	14.2	1.7	0.1
Bzw1	31.9	47.4	56.2	79.4	38.6	16.6	66.9
Bzw2	17.6	33.9	39.9	28.4	10.9	13.1	20.3
C030006K11Rik	4.6	5.1	5	5.6	7	5.5	8.7
C030019I05Rik	0.6	2.7	1.6	2.9	0.2	0.1	0.1
C030023E24Rik	0.1	3.5	0.7	0.2	0.1	0.1	0.1
C030030A07Rik	0.1	0.2	0.2	5.6	12.7	0.1	0.1
C030037D09Rik	4.8	1	0.3	0.3	0.2	0.2	0.2
C030044B11Rik	6.2	10.5	8.5	6.7	5.6	2.8	4.5
C030046E11Rik	10.1	20.4	8.1	7.1	3.4	3.7	10.1
C030046I01Rik	15.2	58.3	44.4	52	78.3	52.1	16.9
C030048B08Rik	3	2.4	2.8	2.2	0.7	0.9	2.3
C130022K22Rik	6.5	5.4	5.4	3.9	1.5	1.8	5.9
C130039O16Rik	5.3	9.6	2.6	2.4	3.7	15.4	4.2
C130050O18Rik	0.1	0.1	0.2	0.1	0.1	3.1	0.2
C130071C03Rik	2.7	2.1	0.6	0.2	0.2	0.2	0.1
C130074G19Rik	2.7	0.8	0.8	0.1	0.3	0.7	130.1
C1d	7.9	14.7	9.6	8.5	5.7	2.3	16.4
C1galt1	5.5	3.2	14.5	8.5	2	0.9	8.7
C1galt1c1	8.9	6.7	13.1	15.2	11.9	4.1	16.7
C1qa	2.1	2.4	95	7	20.6	3929	0.5
C1qb	1.1	1.9	57.3	4.4	10.4	1901.9	0.4
C1qbp	20.2	38.4	39.3	61.3	23.6	49.6	27.9
C1qc	1	2.3	53.7	3.6	9.3	1781.5	0.3
C1ql1	0.6	8.3	352	91.5	1.7	0.7	0.1
C1ql2	0.1	1.8	14.2	1.9	0.1	0.1	0.1
C1ql3	1	2.2	55.4	16.6	5.5	0.2	0.1
C1qtnf1	0.2	7.6	1.6	0.1	0.1	0.1	2.8
C1qtnf2	0.1	0.9	2.1	0.5	0.1	0.1	1.1
C1qtnf4	0.9	49.7	24.7	4.8	5.4	7.1	1.1
C1qtnf5	12.6	9.5	12	11.1	2.8	3.2	2.7
C1qtnf6	12.1	2.7	24.1	11.4	1.1	2.8	21.2
C1qtnf7	0.1	0.1	0.2	0.1	0.1	0.1	0.1
C1s	0.6	0.6	0.2	0.1	0.1	0.1	0.4
C2	0.7	0.1	0.3	0.1	0.1	4.3	0.1
C230004F18Rik	0.5	4	2.2	0.6	0.1	0.1	0.1
C230035I16Rik	1.3	0.2	1.7	1.1	0.1	0.1	0.6
C230052I12Rik	1.2	1.1	2.8	2.4	2.9	1.7	0.8
C230081A13Rik	4.5	1.7	4.3	2.6	0.7	3.7	2.6
C230091D08Rik	4.4	8.1	4	4	1.4	0.2	1.8
C230096C10Rik	17.7	11.4	19	18.7	11.8	5.1	1.7
C2cd2	2.5	1.9	2.4	4.4	3.8	2	8.2
C2cd2l	3.6	13.8	6.3	6.5	6	7.7	10.2
C2cd3	5	1.8	3.3	2.6	1	2.6	2.8
C2cd4b	4.6	1.1	1	0.5	0.4	0.1	0.4
C330006K01Rik	3.9	3.2	5.9	9.8	10	5	1.8
C330007P06Rik	11	5.9	11.1	10	6.7	4.5	10.2
C330018D20Rik	4	1.2	3	3.1	2.6	0.8	1.4
C330019G07Rik	5.5	3	3.7	4.6	1.3	1.7	1.6
C330021F23Rik	4.5	8.6	13	11.9	13.1	33.8	36.9
C330027C09Rik	3.9	1.2	4.9	1	0.2	0.1	3
C3ar1	0.1	0.2	5.6	0.1	0.3	107.8	0.1
C430048L16Rik	6.1	6.7	6.3	2.8	0.5	0.7	2
C430049B03Rik	0.2	0.2	4.1	2	0.2	0.2	0.5
C4a	1.8	1.3	0.5	0.4	0.2	0.6	0.1
C4b	6.8	0.3	0.2	0.1	0.2	2.3	0.1
C530008M17Rik	1.4	14.7	7	2.6	1.7	0.1	5.2
C530028O21Rik	3	30.8	37.9	10.2	1.6	17	2.3
C5ar1	0.1	0.1	2.9	0.1	0.1	96.8	0.1
C630004H02Rik	1	29.7	16	17	12.3	1.4	8.5
C630043F03Rik	3.5	1.7	0.9	3.6	5.9	0.1	3.6
C77080	1.3	6.8	5.3	3.7	0.6	1	2.3
C77370	0.2	4.3	2.6	0.8	0.1	0.1	1
C78339	11.1	19.6	10.8	7.2	2.2	1.2	9.6
C80913	7.1	11.3	8.6	9.5	8.1	3.3	12.5
C85492	6.1	5.7	6.8	1.8	0.9	2.5	1.8
Cab39	20.6	34.2	37.3	37.3	20.5	14.9	27.9
Cab39l	1.9	3.2	6.5	4	2.9	2.9	8.8
Cabin1	10.9	7.8	7.2	6.1	2.9	7.4	3.8
Cables1	5	2.4	7.6	2.1	0.7	60.1	3.7
Cables2	4.1	6.9	5.3	2.3	1.2	4.5	7.1
Cabp1	0.4	5.1	4.8	1.2	3.6	7.4	1.8
Cabp7	0.1	3	1.4	0.2	0.5	0.4	0.1
Cachd1	18.9	3.9	4.9	1.6	1.1	0.1	11.3
Cacna1a	0.6	29.5	6.3	1.7	0.5	1.9	1.9
Cacna1b	0.1	15.5	2.2	0.7	1	0.2	0.1
Cacna1c	0.4	8.2	6.4	2.3	0.4	0.1	0.3
Cacna1d	2.2	6.8	7.7	2.4	0.1	3.1	0.1
Cacna1e	0.3	5.6	6	1.1	0.1	0.1	2.8
Cacna1g	0.9	10.8	7.6	2.5	0.4	0.6	0.1
Cacna1h	4.9	7.3	4	1.6	1.6	0.2	0.3
Cacna2d1	3.5	66.1	7.1	6.4	1.9	0.1	0.4
Cacna2d2	2.1	89.7	2.7	0.6	0.1	0.1	0.1
Cacna2d3	0.4	35.1	8	1.4	0.5	0.2	0.2
Cacnb1	17.5	20	7.1	2.6	2	2	0.5
Cacnb2	0.7	2.7	1.5	0.3	0.1	0.6	0.1
Cacnb3	5.5	41.1	25.3	15.4	18	10.1	0.7
Cacnb4	0.5	6.1	8.5	11.4	4.8	0.3	0.4
Cacng2	0.1	7.9	0.4	0.1	0.4	0.4	0.1
Cacng3	0.1	8.3	1.7	0.2	1.4	1.7	0.1
Cacng4	14.5	30.3	271.8	78.2	1.5	0.6	0.2
Cacng5	1.2	30.9	11.6	2.5	0.4	0.1	0.1
Cacng7	25.2	56.3	101.9	99	85.6	8.6	0.4
Cacng8	7.7	12.9	12.1	2.6	0.6	0.9	0.1
Cacybp	15.3	31.9	25.6	18.7	11.9	4.9	21.9
Cad	5.1	4.1	5.9	3.6	1.1	5.6	4
Cadm1	46	29.3	30.6	43.9	6.4	13.5	14.8
Cadm2	36.7	15.6	36.9	51.4	8	0.2	0.2
Cadm3	5.4	105.6	33.8	39.2	9.9	1.8	0.4
Cadm4	91.4	88.8	285.2	432.6	278.9	7.8	8.5
Cadps	1.5	38.9	13.2	4.7	2.4	0.3	0.3
Cadps2	3.7	4.1	5.1	1.7	0.9	0.3	0.3
Calb1	0.1	7.3	1.4	0.1	0.8	0.6	0.4
Calb2	0.4	109.9	16	3.3	1.3	0.2	0.8
Calcoco1	14.5	16.9	16.7	9.8	9.7	11.5	12.6
Calcrl	0.2	0.5	28	5.3	0.1	0.3	15.5
Cald1	1.3	4.3	12.8	7.2	1.6	0.1	23.2
Calhm2	0.3	0.1	0.5	0.1	0.1	5.4	0.8
Calm1	47.5	218.9	123	135.1	123.6	56.9	254.6
Calm2	35.7	319.1	115.9	55.1	59.6	92.1	128.6
Calm3	35	302.1	124.4	116.4	311.5	86	77.8
Caln1	0.1	7.7	1	0.3	0.5	0.6	0.5
Calr	217.4	156.8	357.8	289.4	129.8	434.2	320.7
Calu	73.9	38.6	63	67.5	27.3	32	157.7
Caly	0.8	65.4	30.6	5.6	2.6	2.3	1.1
Camk1	9	20.4	63.9	12.6	12.4	315.3	20.8
Camk1d	4.8	4.1	3	0.6	0.4	4.7	0.5
Camk1g	2	6.5	4.5	0.7	0.3	0.7	0.1
Camk2a	0.8	10.3	45.8	6.2	46.8	42.5	0.5
Camk2b	1.1	60.4	16.7	2.6	5.5	6.3	0.9
Camk2d	16.5	12.5	6.4	2.1	0.9	8.5	5.1
Camk2g	86.8	32.2	17.9	6.6	3.1	6.6	8.2
Camk2n1	19.7	15.9	41.9	15.7	55.5	32.8	15.4
Camk2n2	2.3	51.3	19.5	4.3	9.3	7.3	1.2
Camk4	0.5	4.9	2.6	1.3	0.5	0.3	0.2
Camkk1	3.9	7.3	5.9	2.7	0.5	6.2	0.6
Camkk2	3.8	9.8	7.4	2.1	2.8	7	4.1
Camkv	0.7	32	8.1	1.4	7.4	11.1	1
Caml	15.5	17.8	16.9	12.3	8.5	7.9	31.2
Camp	0.1	0.1	0.4	0.1	0.1	6.3	0.3
Camsap1	7.1	11.7	5.7	5.3	2.9	5.5	2.4
Camsap1l1	15.9	19	15.2	30	3.6	1.8	21.1
Camta1	4.5	26.6	6.2	3.7	2	2.1	6.9
Camta2	15	18.2	12.6	6.9	8.5	24.6	4.2
Cand1	16.3	15.6	12.1	9.6	4.6	6.7	8.9
Cand2	2.6	1.2	3.4	0.7	0.1	2	0.3
Cant1	13.4	12.3	17.7	18.4	13.4	32.5	8.9
Canx	129.6	64.7	136.9	129.4	54.2	53.1	79.5
Cap1	24.6	43.9	64.8	101.2	64.5	212.8	103.8
Cap2	8.1	1.8	4.7	0.6	0.8	0.7	0.5
Capg	0.8	0.2	1	0.2	0.5	19.7	67.1
Capn1	1.5	2.5	0.7	0.1	0.4	6.5	4.1
Capn10	9.2	11	9.2	12.8	9.8	2.3	2.5
Capn2	37.3	26.3	23.2	21	18.5	3.4	43.1
Capn3	0.1	0.1	5.1	0.4	0.8	77	0.1
Capn5	1.5	12.6	10.7	61.7	37.9	0.7	0.2
Capn6	0.1	0.3	0.4	3.3	0.6	0.1	0.1
Capn7	15.3	13.2	12	7.6	1.8	2.5	10.7
Capns1	40.3	71.4	87.3	87.4	138.9	170.5	237
Caprin1	33.9	46.6	53.9	51.8	20.1	26.1	46.3
Caprin2	2.4	2.1	2.8	1.1	0.2	0.4	0.7
Capsl	1.3	0.2	0.1	0.1	0.1	0.1	0.1
Capza1	9.2	8.6	11.2	12.1	7.9	17.8	32.8
Capza2	58.6	60	74.8	51.5	30	89.5	92.8
Capzb	37.6	63.7	84	58.7	52.2	218.8	134
Car10	0.6	40.8	6.9	1.1	0.5	0.4	0.1
Car11	3.9	36.7	21	10.5	6.7	4	0.5
Car14	0.2	0.1	0.1	16.5	36.1	0.1	11
Car2	147.6	9.8	23	92.2	307.8	14.1	96.8
Car4	2.6	2.4	2	0.2	0.7	3	602.2
Car5a	0.1	0.1	0.1	0.1	0.1	0.1	4
Car5b	3.1	0.1	0.5	0.1	0.4	0.2	0.4
Car8	31.3	3.5	15.3	5.1	0.5	0.2	0.3
Card10	0.3	2.5	0.3	0.1	0.1	0.5	6.9
Card6	0.2	0.1	0.2	0.1	0.1	1.7	1.8
Card9	0.1	0.1	1.4	0.1	0.1	28.4	0.1
Carf	2.5	2.5	1.5	1.1	0.3	0.2	1.8
Carhsp1	11.8	28.8	13.6	74.7	113.9	10	21.7
Carkd	18.2	19.5	35.1	35.1	24.5	20.3	20.7
Carm1	13	14.9	11.6	8.2	3.9	10.7	9.5
Carns1	0.6	0.8	0.5	8.1	24.1	0.4	0.2
Cars	12.6	13.9	9.6	9.6	5.3	10.6	6.5
Cars2	6.4	6.3	6.6	4.2	1.7	6.9	5.5
Cartpt	1.4	0.9	0.4	0.1	0.5	0.9	0.1
Casc3	16	22.2	12.3	11.1	6.6	21.8	8.9
Casc4	29.1	32	33.9	28.6	9.7	1	3.7
Casd1	10.8	13.3	11.8	7.8	2.6	4.4	15.5
Cask	12.3	12.2	28.5	24	3.3	2.3	6.3
Caskin1	39.9	24.5	20.3	8.9	2.3	1.8	0.3
Caskin2	12.9	2.3	103.7	37.7	10.4	0.4	16.5
Casp1	1.1	0.6	0.7	0.1	0.1	4.2	0.1
Casp12	0.1	0.1	0.1	0.1	0.1	0.1	3.3
Casp2	5.7	6.8	9.7	7.8	2.4	2.6	7.5
Casp3	8.9	73	16.5	35.8	7.7	6.6	14.3
Casp4	0.1	0.1	0.8	0.1	0.1	8.6	4.3
Casp6	4.6	2.1	2.7	2.4	1.1	6.6	52.2
Casp7	3.5	1.8	7.8	2.2	0.2	4	22.2
Casp8	1.3	0.2	1.5	0.1	0.1	12.4	21.9
Casp8ap2	5.2	1.6	2.3	1.5	0.2	0.2	2.7
Casp9	5.7	5.5	4.3	3	2.9	8.8	4.4
Casq1	0.8	0.3	0.1	0.2	0.4	0.1	0.5
Casq2	0.2	0.2	0.3	0.1	0.1	0.2	4.7
Casr	0.1	0.1	0.1	15.4	2.1	0.1	0.1
Cass4	0.1	0.4	2.2	0.1	0.1	16.7	0.1
Cast	0.5	0.8	0.5	0.1	0.1	0.7	27.3
Casz1	0.1	5.6	0.1	0.1	0.1	0.7	0.1
Cat	47.4	14.1	33.4	42.8	37	15.8	50.9
Catsper2	5.7	1.4	0.9	3	2.1	0.3	1.1
Cav1	5.7	1.4	80.7	23.4	1.3	0.4	218.5
Cav2	13.7	4.3	35	7.2	0.5	0.3	65.7
Cbara1	12.8	22	28	38.7	35.3	33	16.9
Cbfa2t2	4.8	7.1	2.7	2.5	2.9	2	3.2
Cbfa2t3	0.1	2	0.3	0.1	0.1	1.9	2.5
Cbfb	31.5	10.8	28.6	32.3	6.9	13.9	19.2
Cbl	9.2	6.6	6.8	6.3	3.2	7.4	5
Cblb	10	5.5	3.3	1.9	1.2	1.7	2.1
Cbll1	4.1	6.1	4.3	3.7	2.1	2.4	3.4
Cbln1	0.1	5.8	1.8	0.5	0.3	0.2	0.1
Cbln2	0.1	11.8	0.4	4	0.5	0.2	2.5
Cbln4	0.1	3.5	0.4	0.1	0.1	0.1	0.1
Cbr1	12.8	40.8	30.4	17.2	11	17.7	15.5
Cbr2	0.1	0.1	5.1	0.1	1	123.9	0.1
Cbr3	28.1	1.8	21.3	4.6	1.6	4.2	0.4
Cbr4	6	3	5.4	2.8	1.9	1.9	5.3
Cbs	90.4	3.7	4.6	0.5	1.8	2.1	0.2
Cbwd1	3.5	2.3	3.4	3.6	2.2	0.4	4.4
Cbx1	17.4	15.3	15	9.7	4.9	6.1	14
Cbx3	27.5	43.8	42.2	27.6	9.4	3.9	31.3
Cbx4	13.5	10.7	9.2	9.5	6.4	7.2	3.7
Cbx5	57.9	23.3	25	14.1	5.5	1.5	6.1
Cbx6	9.9	52	28.8	16.8	21.9	11.6	9.8
Cbx7	2.9	8.9	2.3	0.9	0.6	4.5	0.5
Cbx8	11.7	6.9	7.7	3	0.9	1.3	2.5
Cby1	13	16.4	25	16	11.8	6.2	17.9
Cc2d1a	6.7	14.8	5.8	3.1	1.8	7.1	3.3
Cc2d1b	9.7	5	8.1	16.3	17.2	9.8	3.1
Cc2d2a	11.5	1.4	8.4	2.4	0.4	0.3	1.5
Ccar1	21.4	12.7	15.2	8.9	2.6	2.7	15.9
Ccbe1	0.1	10.8	1.2	0.2	0.1	0.1	0.1
Ccbl1	5.2	5.2	6.8	4.2	2.2	2.1	2.1
Ccbl2	5.2	0.4	1.4	2.2	1.8	1.2	0.7
Ccbp2	0.1	0.2	0.1	0.1	0.1	0.1	20.1
Ccdc101	3.6	7.2	10.4	7.5	6.4	6.8	11.8
Ccdc102a	3.9	0.3	0.4	0.1	0.1	2.9	5
Ccdc104	18.2	22.8	20.2	24.6	20.5	2	14.3
Ccdc106	1.5	9.9	9.4	3.7	1.6	3.8	0.2
Ccdc107	10.3	12.7	21.9	8.9	3.5	23.1	15
Ccdc109a	10.6	5.6	7.2	4.6	1.3	1.9	4.4
Ccdc112	1.2	3.1	2	0.7	0.4	0.1	0.2
Ccdc114	2.8	3.3	3.8	0.7	0.1	0.2	0.5
Ccdc115	3.4	7.8	8	7.3	4.7	8.5	6.8
Ccdc117	7.4	6.9	12.1	8.7	4.4	4.6	12.5
Ccdc12	5.9	5.9	10.2	8.8	5.9	19.1	14.5
Ccdc120	1.1	7.2	3.1	1.1	0.2	0.2	0.4
Ccdc122	2.3	0.2	0.5	0.2	0.2	0.9	2.2
Ccdc123	6	2.6	3	1.7	1.3	1.5	2.8
Ccdc124	12.9	25.1	36.1	30.8	33.3	29.7	27.9
Ccdc125	0.1	0.1	0.1	0.1	0.1	0.2	4
Ccdc126	3.5	3.1	5.9	2.5	1	1.4	17.7
Ccdc127	10.4	10	11.5	7.8	5	1.9	6.7
Ccdc13	1.9	0.2	0.7	4.1	7.8	0.2	0.1
Ccdc132	11.1	6.9	9.7	8.3	3.4	3.1	6.5
Ccdc134	5.9	2.3	14.4	12.3	3.7	8.2	2.3
Ccdc136	15.2	14	1.2	0.3	0.9	0.6	2.3
Ccdc137	4.8	5.7	6.6	6.5	2.9	3.1	4.6
Ccdc138	3	1.2	1.2	0.5	0.2	0.1	0.6
Ccdc141	20.7	0.6	0.4	0.1	0.1	0.1	50.9
Ccdc142	3.9	2.8	3.1	1.5	0.3	3.3	1.1
Ccdc157	15.7	8.4	1.9	1.1	0.9	1	2.7
Ccdc159	3.5	3.1	1.4	1.8	1	0.1	0.3
Ccdc162	0.1	0.1	0.2	0.1	0.1	3	0.1
Ccdc163	1.9	0.7	2.5	4.5	3.2	3.1	4.5
Ccdc164	1.8	2.1	2.1	0.9	0.4	0.4	0.1
Ccdc21	4.3	2.4	5.2	5.7	3.9	2.5	3.1
Ccdc22	8	11.1	10.6	7	5.4	33.5	6.8
Ccdc23	9.9	15.9	21.8	13.3	9.3	20.9	34.1
Ccdc25	6.8	5.1	7.4	5.7	2.2	1.1	6
Ccdc28a	1.6	2.5	3.7	1.5	1.2	4.1	3.2
Ccdc28b	24.4	22.3	31.6	23.9	39.8	5.3	21.8
Ccdc3	3.3	0.4	0.4	0.2	0.4	0.3	1.3
Ccdc32	5.4	11.4	11.6	5.9	3.9	4.1	6.9
Ccdc34	7.6	5.1	7.9	5.4	5	1.7	5.6
Ccdc37	14.6	0.5	1.7	0.3	0.1	0.1	0.1
Ccdc39	4	4	2.3	0.6	0.1	0.1	0.1
Ccdc41	10.1	5.3	5.6	2.2	1	1.2	8.6
Ccdc43	6.4	5.3	6.4	5.9	2.3	3.9	7.7
Ccdc45	5.6	2.8	3.5	2.7	0.9	0.8	1.7
Ccdc46	2.1	4.4	0.6	0.2	0.1	0.1	1.8
Ccdc47	23	19.4	28.2	31.5	10	8.6	23.3
Ccdc48	0.1	0.3	0.3	0.1	0.2	0.1	1
Ccdc50	21	18.4	14.3	9	2.7	9.9	15.7
Ccdc51	2.9	0.8	0.9	0.7	0.6	1.5	2.1
Ccdc53	6.3	4.6	11	7.7	8.4	10.7	23.9
Ccdc55	5.8	1.7	2.3	1.1	0.5	0.5	3.5
Ccdc56	10	26.3	32.4	27.4	33.5	29.8	43.2
Ccdc57	2.2	1.9	1.3	0.4	0.1	0.3	0.3
Ccdc58	5.5	2.2	4.4	3.6	3	1	6.1
Ccdc59	15.8	11.1	13.2	10.6	5.4	5.2	14.9
Ccdc6	11.3	22.1	5	4.2	2	2.2	3.1
Ccdc64	0.6	14	4.4	1.5	1.1	0.8	0.3
Ccdc66	5.7	2.5	5.5	2.4	0.4	0.5	2.6
Ccdc71	2.5	3.6	4	2.4	2.2	6.4	5.7
Ccdc72	6.6	21.9	18.1	23.1	22.1	11.3	35.7
Ccdc74a	2.8	0.7	0.5	3.7	4.2	0.3	0.2
Ccdc75	4.1	3.9	4.1	4.7	3	0.5	2.9
Ccdc76	2.4	1.5	1.4	1	0.9	0.3	2
Ccdc77	3.7	1.1	1.8	1.7	0.9	0.6	2.3
Ccdc8	4.4	0.6	0.4	0.1	0.1	1.4	4.9
Ccdc80	49.2	1.8	2.8	0.2	0.3	2.4	0.8
Ccdc84	8.4	3.5	3.9	2.1	1	3.5	2.4
Ccdc85a	3.7	8.1	2.1	0.3	0.4	0.1	16.6
Ccdc85b	6.3	9.2	11.8	5.8	4.8	13.7	23.4
Ccdc85c	4.3	10.3	4.3	1.6	1.6	4.8	5.1
Ccdc86	2.3	2.1	4.8	4.4	3.1	17.1	3.1
Ccdc88a	25.8	12.1	15.9	5.5	1.3	0.3	6.4
Ccdc88b	0.1	0.2	1.5	0.1	0.1	33.4	0.1
Ccdc88c	11.4	2	4.3	3.5	0.8	0.1	1.7
Ccdc9	15.9	13.5	10.3	6.9	4.8	25.6	9.4
Ccdc90a	10.5	1.5	9.1	3.7	1.2	6.5	5.7
Ccdc90b	11.3	10.8	12.7	7.4	4.2	3.5	15.5
Ccdc91	3.2	5	6.8	8.3	8.7	5.2	11.8
Ccdc92	0.7	10.1	6.6	9.3	9.6	0.8	0.3
Ccdc93	4.5	1.9	4.1	1.7	0.6	7.9	1.3
Ccdc94	3.5	2.2	2.8	2.4	2.2	5.9	3.7
Ccdc97	7.2	11.7	12.5	13.3	10	34.3	9.7
Cchcr1	3.3	1.1	1.2	0.2	0.1	1	4
Cck	4	69.5	8.7	1.3	11.8	7.4	1.7
Ccl12	0.2	0.5	2.4	0.1	0.3	90.9	0.1
Ccl19	2.3	1.8	4.3	1.4	2	3.7	39.9
Ccl2	0.5	1.1	11.9	0.1	0.5	241.7	0.9
Ccl22	0.1	0.1	1	0.6	1	11.4	0.1
Ccl24	0.1	0.1	0.8	0.1	0.1	18.4	0.1
Ccl27a	8.3	76.4	12.4	6.1	13.8	13.4	4.8
Ccl27b	0.1	3.8	0.3	0.2	0.7	0.5	0.1
Ccl3	1.3	1.6	47	1	1.6	2435	1.1
Ccl4	1.5	1.4	56.4	0.9	3.1	2768.5	0.4
Ccl5	0.1	0.2	0.3	0.2	0.1	12	0.9
Ccl6	0.1	0.1	4	0.4	0.9	65.2	0.7
Ccl7	0.3	0.7	5.4	0.1	0.2	102.2	0.2
Ccl8	0.1	0.1	0.1	0.1	0.1	2.3	0.1
Ccl9	0.1	0.2	4.8	0.2	0.6	205.4	0.1
Ccm2	7.8	14.5	12.6	8.5	10.1	24.1	15.5
Ccna2	6.7	1.8	12.3	1.1	0.1	0.7	6.7
Ccnb1	1.5	0.5	4.1	0.5	0.1	0.3	1.5
Ccnb2	2.5	1.2	7.3	0.6	0.1	1	6.9
Ccnc	10.9	8.8	10.4	9.3	4	1.1	5.8
Ccnd1	38.8	3.7	70.1	8.6	1	33.3	72.9
Ccnd2	64.6	14	9	1	0.5	1	5.3
Ccnd3	23.9	9	44.6	10.1	2.8	32.6	55.4
Ccndbp1	10.4	19	20.5	34.7	37.1	19.1	17.3
Ccne1	3.3	3.1	3.8	1.5	0.4	0.5	1.4
Ccne2	0.6	0.8	1.7	0.3	0.1	0.1	2.2
Ccnf	1.3	4.2	1.9	0.4	0.2	1.4	0.4
Ccng1	7.9	6.1	9.6	15.2	11.5	4.2	7.7
Ccng2	15	27.4	15.1	11.2	6.6	23.2	132.9
Ccnh	9.9	14.8	18.5	11.2	4.2	4.1	7.7
Ccni	23.6	82.4	63.2	49.7	78.8	123.5	101.3
Ccnj	3	3	3.9	3.5	0.7	0.5	2.7
Ccnjl	3.4	0.3	0.8	3.3	2	0.1	7
Ccnk	11.7	11.7	14	13.5	8	9.4	6.4
Ccnl1	119.2	25.9	27.4	22.3	5.4	46.3	99.9
Ccnl2	73	46.9	29.3	33.6	10.5	19.9	32.7
Ccno	5.9	1.4	0.3	0.2	0.1	0.1	0.2
Ccnt1	9.3	7.1	5.4	4	0.9	1.7	10.2
Ccnt2	26	12.1	16.1	14.4	3.4	4.4	10.1
Ccny	14.1	21.3	25.7	38.5	13.9	11.1	56.4
Ccnyl1	5.3	3.1	4	20.7	19.2	1.8	11.7
Ccpg1	13.5	22.8	26.4	16.7	11.8	9.5	18.4
Ccr1	0.1	0.1	3.2	0.1	0.2	60.4	0.1
Ccr5	0.1	0.1	7	0.1	0.2	109.1	0.1
Ccr6	0.1	0.1	4.5	0.2	0.4	44.5	0.1
Ccr7	0.1	0.1	0.5	0.1	0.1	44.8	0.5
Ccrl1	16.2	0.6	0.5	0.1	0.2	0.1	0.2
Ccrl2	1.7	0.4	14.7	1.5	1.3	1066	31.2
Ccrn4l	5.2	10.1	3.9	1.9	0.6	3.7	31.2
Ccs	15.7	9.7	9.4	17.6	16.6	19.8	21.8
Cct2	44	66.9	77.8	99	64.9	53.7	105.3
Cct3	11.4	7.1	11.2	11.6	7.4	18.1	16.8
Cct4	31.5	51.5	66.2	48.2	26.1	27.9	79.6
Cct5	37.7	67.2	105	94.9	61.7	64.3	122.6
Cct6a	38.2	64.4	71.7	72.6	39	21.4	53.1
Cct7	21.7	55.8	74.9	70.7	45.3	54.7	67.5
Cct8	33.7	56.1	60.4	48.8	18.6	24.2	46.8
Ccz1	12.5	13.6	16.4	18.5	13.4	9.2	30.2
Cd109	0.1	0.1	0.1	0.1	0.1	0.1	2.6
Cd14	4	1	11.6	0.2	1	534.1	2.1
Cd151	17.3	7	18.5	6.9	2.6	34.5	229.6
Cd163	0.1	0.1	0.7	0.1	0.1	8.1	0.1
Cd164	57.7	15.2	68.9	27.2	12.3	149	66.8
Cd180	0.1	0.2	7.7	0.1	0.3	76.1	0.1
Cd1d1	1.9	4.2	1.3	0.3	0.3	3.4	5.1
Cd200	4.9	131.3	30.2	7.4	2.5	0.3	38.1
