	cherry1	cherry2	gallium1	gallium2
Mca26219	0	0	0	0
Mca26220	0	0	0	0
Mca26221	0	2	0	0
Mca26222	62	65	4	6
Mca26223	112	106	16	4
Mca26224	6	38	26	18
Mca26225	2	0	2	0
Mca26226	0	0	0	0
Mca26227	0	0	0	0
Mca26228	0	0	0	0
Mca26229	0	0	22	38
Mca26230	0	0	0	0
Mca26231	3	6	8	3
Mca26232	1	4	4	3
Mca26233	224	280	648	1409
Mca26234	0	0	0	0
Mca26235	0	0	0	0
Mca26236	0	4	2	4
Mca26237	0	0	0	1
Mca26238	0	0	0	1
Mca26239	2	0	0	0
Mca26240	0	0	0	2
Mca26241	0	0	0	0
Mca26242	0	0	0	0
Mca26243	55	136	161	149
Mca26244	0	0	0	0
Mca26245	0	0	0	0
Mca26246	33	69	132	173
Mca26247	0	0	0	0
Mca26248	0	0	0	0
Mca26249	0	0	0	0
Mca26250	0	0	0	0
Mca26251	0	0	0	0
Mca26252	8	6	57	62
Mca26253	0	0	0	0
Mca26254	0	0	0	0
Mca26255	0	0	0	3
Mca26256	0	0	0	1
Mca26257	0	0	0	0
Mca26258	0	0	0	0
Mca26259	0	0	0	0
Mca26260	7053	9597	7162	7520
Mca26261	1369	1853	1278	1466
Mca26262	6224	9297	7353	8132
Mca26263	0	0	0	2
Mca26264	0	0	0	0
Mca26265	0	0	0	0
Mca26266	0	0	0	0
Mca26267	14	12	0	0
Mca26268	0	0	0	2
Mca26269	0	0	0	0
Mca26270	3	9	7	20
Mca26271	722	1160	923	1216
Mca26272	0	0	0	0
Mca26273	0	0	0	0
Mca26274	2	0	0	0
Mca26275	0	0	0	0
Mca26276	0	2	0	0
Mca26277	0	0	0	0
Mca26278	2	0	1	2
Mca26279	622	863	1199	1779
Mca26280	2	0	0	1
Mca26281	0	0	0	0
Mca26282	10	5	0	4
Mca26283	0	0	0	0
Mca26284	0	0	0	0
Mca26285	0	0	0	0
Mca26286	0	0	0	0
Mca26287	0	0	0	0
Mca26288	0	0	0	0
Mca26289	0	0	0	0
Mca26290	0	0	0	0
Mca26291	0	0	0	0
Mca26292	25	54	31	32
Mca26293	115	208	105	131
Mca26294	8	7	2	2
Mca26295	4	13	4	7
Mca26296	15	18	4	4
Mca26297	5	12	0	3
Mca26298	0	0	0	0
Mca26299	0	0	0	0
Mca26300	699	856	1029	1139
Mca26301	0	0	2	0
Mca26302	0	0	0	0
Mca26303	9	22	4	5
Mca26304	416	544	713	756
Mca26305	0	0	2	11
Mca26306	0	2	0	0
Mca26307	2	0	0	0
Mca26308	0	0	0	0
Mca26309	0	0	3	0
Mca26310	0	0	2	0
Mca26311	0	0	16	14
Mca26312	0	0	0	0
Mca26313	0	0	0	0
Mca26314	0	0	0	0
Mca26315	0	0	0	0
Mca26316	0	0	0	0
Mca26317	0	0	0	0
Mca26318	2	0	0	0
Mca26319	0	0	0	0
Mca26320	0	0	0	0
Mca26321	0	0	0	0
Mca26322	0	0	0	0
Mca26323	0	0	0	0
Mca26324	0	0	0	0
Mca26325	0	0	0	0
Mca26326	0	0	0	0
Mca26327	0	0	0	0
Mca26328	0	0	0	0
Mca26329	0	0	0	0
Mca26330	0	0	0	2
Mca26331	0	0	0	0
Mca26332	0	2	0	0
Mca26333	0	0	0	0
Mca26334	2	6	8	4
Mca26335	18	25	7	14
Mca26336	0	0	0	0
Mca26337	1040	1537	1064	1218
Mca26338	0	0	0	0
Mca26339	0	0	6	0
Mca26340	745	1029	887	954
Mca26341	1868	2145	5830	10741
Mca26342	1111	1496	1365	1681
Mca26343	0	0	0	0
Mca26344	0	0	0	0
Mca26345	0	0	2	2
Mca26346	0	0	0	0
Mca26347	0	0	0	0
Mca26348	0	0	0	0
Mca26349	15	17	0	0
Mca26350	4	8	34	8
Mca26351	0	0	2	0
Mca26352	0	0	6	0
Mca26353	524	805	732	985
Mca26354	0	0	0	0
Mca26355	18	24	15	34
Mca26356	17	31	9	26
Mca26357	0	2	0	0
Mca26358	0	0	2	4
Mca26359	0	0	0	1
Mca26360	0	0	0	0
Mca26361	2	0	0	0
Mca26362	4	14	0	2
Mca26363	273	354	405	493
Mca26364	55	71	91	138
Mca26365	0	0	0	0
Mca26366	13	23	15	19
Mca26367	11	10	21	24
Mca26368	1097	1527	1249	1411
Mca26369	0	0	0	2
Mca26370	0	0	0	0
Mca26371	0	0	0	0
Mca26372	0	0	0	1
Mca26373	0	2	2	5
Mca26374	0	0	0	0
Mca26375	0	0	0	0
Mca26376	0	2	0	4
Mca26377	0	2	6	7
Mca26378	0	0	0	0
Mca26379	0	0	0	0
Mca26380	0	0	0	0
Mca26381	160	228	285	224
Mca26382	52	61	68	77
Mca26383	1994	3104	3156	3448
Mca26384	0	0	0	0
Mca26385	0	0	2	0
Mca26386	1137	1376	1288	1334
Mca26387	430	548	471	679
Mca26388	0	0	2	0
Mca26389	4	0	0	4
Mca26390	0	0	0	0
Mca26391	0	0	2	0
Mca26392	0	0	0	0
Mca26393	2	0	0	2
Mca26394	38	40	46	35
Mca26395	0	3	4	5
Mca26396	0	3	4	5
Mca26397	0	3	4	5
Mca26398	0	3	4	5
Mca26399	28	29	32	30
Mca26400	0	4	1	6
Mca26401	0	0	0	0
Mca26402	284	331	209	335
Mca26403	582	757	523	554
Mca26404	0	0	0	0
Mca26405	0	0	0	0
Mca26406	0	0	0	0
Mca26407	0	0	0	0
Mca26408	0	0	0	0
Mca26409	14	14	9	15
Mca26410	0	0	0	0
Mca26411	0	0	0	0
Mca26412	23	49	44	37
Mca26413	0	6	2	0
Mca26414	0	2	0	2
Mca26415	0	0	4	4
Mca26416	0	0	0	0
Mca26417	0	0	0	0
Mca26418	6	10	10	68
Mca26419	0	1	0	0
Mca26420	133	178	192	160
Mca26421	0	0	0	0
Mca26422	2	0	0	0
Mca26423	4	0	0	0
Mca26424	619	879	1080	1269
Mca26425	1304	1639	1594	1887
Mca26426	216	414	452	619
Mca26427	340	452	440	467
Mca26428	2	0	7	1
Mca26429	0	0	1	1
Mca26430	281	404	295	407
Mca26431	0	0	0	2
Mca26432	0	0	0	0
Mca26433	0	0	0	0
Mca26434	0	0	0	0
Mca26435	0	0	0	0
Mca26436	0	0	0	0
Mca26437	0	0	0	0
Mca26438	0	0	0	0
Mca26439	0	0	0	0
Mca26440	0	0	0	0
Mca26441	0	0	0	0
Mca26442	0	0	2	4
Mca26443	734	948	1005	1286
Mca26444	0	0	0	0
Mca26445	755	899	914	723
Mca26446	0	0	0	0
Mca26447	0	0	0	0
Mca26448	0	0	0	0
Mca26449	0	0	0	0
Mca26450	75	113	12	2
Mca26451	0	0	0	0
Mca26452	0	0	2	0
Mca26453	0	0	0	0
Mca26454	0	0	0	0
Mca26455	0	0	0	0
Mca26456	0	0	0	2
Mca26457	0	0	0	0
Mca26458	2	10	20	22
Mca26459	0	0	0	0
Mca26460	0	0	0	0
Mca26461	5872	7655	10098	15306
Mca26462	0	0	1	3
Mca26463	0	4	1	12
Mca26464	4	8	6	17
Mca26465	0	0	0	0
Mca26466	0	0	0	0
Mca26467	0	0	0	0
Mca26468	0	0	0	0
Mca26469	0	0	0	0
Mca26470	0	0	0	0
Mca26471	0	0	0	0
Mca26472	0	0	0	2
Mca26473	0	0	0	0
Mca26474	0	0	0	0
Mca26475	0	0	0	0
Mca26476	0	0	0	0
Mca26477	0	0	0	0
Mca26478	0	4	2	0
Mca26479	0	4	0	0
Mca26480	2	0	1	0
Mca26481	0	0	0	0
Mca26482	14	15	0	0
Mca26483	427	492	878	899
Mca26484	0	0	0	0
Mca26485	0	0	0	0
Mca26486	0	0	0	0
Mca26487	0	0	0	0
Mca26488	0	0	0	0
Mca26489	0	0	0	0
Mca26490	0	0	0	0
Mca26491	51	37	12	43
Mca26492	0	0	0	0
Mca26493	0	0	0	0
Mca26494	0	0	0	0
Mca26495	0	0	0	2
Mca26496	0	0	0	0
Mca26497	40	40	42	54
Mca26498	6	10	6	0
Mca26499	199	221	92	88
Mca26500	0	0	0	0
Mca26501	0	0	0	0
Mca26502	0	0	0	0
Mca26503	0	0	0	0
Mca26504	0	0	0	0
Mca26505	0	0	0	0
Mca26506	0	0	0	0
Mca26507	1117	1452	1196	1453
Mca26508	0	0	0	0
Mca26509	15	26	2	7
Mca26510	0	5	8	10
Mca26511	0	0	0	0
Mca26512	0	0	0	0
Mca26513	0	0	0	0
Mca26514	26	40	90	111
Mca26515	0	0	0	2
Mca26516	22	30	14	20
Mca26517	249	402	310	381
Mca26518	0	0	0	0
Mca26519	2	2	2	0
Mca26520	0	0	0	0
Mca26521	0	0	0	0
Mca26522	0	0	0	0
Mca26523	0	0	0	0
Mca26524	0	0	0	0
Mca26525	0	0	0	0
Mca26526	0	0	0	0
Mca26527	790	894	1178	1543
Mca26528	671	882	847	1297
Mca26529	0	0	1	0
Mca26530	0	0	1	0
Mca26531	0	0	1	0
Mca26532	0	0	2	0
Mca26533	0	0	0	0
Mca26534	0	0	0	2
Mca26535	12160	18717	14730	17313
Mca26536	3294	4976	2595	3241
Mca26537	0	0	0	0
Mca26538	0	0	0	0
Mca26539	129	224	419	546
Mca26540	0	0	0	0
Mca26541	2	0	12	6
Mca26542	0	0	0	0
Mca26543	0	0	0	0
Mca26544	0	0	0	0
Mca26545	608	877	638	806
Mca26546	2	0	0	4
Mca26547	93	106	168	208
Mca26548	0	2	2	2
Mca26549	0	0	0	8
Mca26550	0	0	0	0
Mca26551	0	0	0	0
Mca26552	3	1	0	0
Mca26553	2	1	0	0
Mca26554	7	20	9	8
Mca26555	137	200	243	270
Mca26556	2	0	2	4
Mca26557	50	66	2	2
Mca26558	53	63	0	0
Mca26559	11	23	0	0
Mca26560	0	0	0	0
Mca26561	0	0	0	0
Mca26562	0	0	2	0
Mca26563	0	0	0	0
Mca26564	0	0	0	0
Mca26565	0	0	0	0
Mca26566	0	0	0	0
Mca26567	0	0	0	0
Mca26568	2	2	2	0
Mca26569	0	0	0	0
Mca26570	0	2	0	0
Mca26571	0	4	0	0
Mca26572	0	0	0	0
Mca26573	0	0	0	0
Mca26574	0	0	0	0
Mca26575	0	0	0	0
Mca26576	0	0	0	0
Mca26577	15	35	25	38
Mca26578	573	699	543	690
Mca26579	3365	3887	9039	20193
Mca26580	742	876	1339	2091
Mca26581	0	0	0	0
Mca26582	0	0	0	0
Mca26583	246	399	294	359
Mca26584	0	0	0	2
Mca26585	0	0	0	0
Mca26586	0	0	0	0
Mca26587	0	2	0	0
Mca26588	374	357	394	292
Mca26589	2060	2192	920	1077
Mca26590	0	0	0	0
Mca26591	0	0	0	0
Mca26592	0	2	0	0
Mca26593	0	0	0	0
Mca26594	0	0	0	0
Mca26595	0	0	0	0
Mca26596	0	0	0	0
Mca26597	0	0	0	0
Mca26598	2	0	0	0
Mca26599	0	1	2	2
Mca26600	0	0	0	0
Mca26601	0	0	0	0
Mca26602	0	0	0	0
Mca26603	0	0	0	0
Mca26604	0	0	0	0
Mca26605	0	0	0	0
Mca26606	3	6	0	0
Mca26607	0	7	0	0
Mca26608	0	0	0	0
Mca26609	1132	1454	1035	1179
Mca26610	2	0	0	2
Mca26611	12	18	10	16
Mca26612	13	40	16	6
Mca26613	48	50	44	68
Mca26614	0	0	0	0
Mca26615	0	0	0	0
Mca26616	0	0	0	0
Mca26617	0	0	0	0
Mca26618	2	0	0	0
Mca26619	0	0	0	0
Mca26620	0	0	0	0
Mca26621	0	0	2	0
Mca26622	0	0	0	0
Mca26623	0	0	0	0
Mca26624	566	736	672	909
Mca26625	0	0	0	0
Mca26626	0	0	0	0
Mca26627	2	0	0	0
Mca26628	0	0	0	0
Mca26629	0	0	0	0
Mca26630	0	0	0	0
Mca26631	2	0	0	0
Mca26632	0	0	2	0
Mca26633	0	1	2	0
Mca26634	4178	5624	6190	10518
Mca26635	0	0	14	47
Mca26636	0	0	19	8
Mca26637	0	2	0	2
Mca26638	0	0	0	0
Mca26639	0	0	0	0
Mca26640	5	2	12	6
Mca26641	0	0	2	0
Mca26642	0	0	2	3
Mca26643	10	11	30	25
Mca26644	0	0	0	0
Mca26645	0	0	0	0
Mca26646	0	2	2	0
Mca26647	4	12	6	14
Mca26648	74	173	33	50
Mca26649	0	2	0	2
Mca26650	0	0	0	0
Mca26651	0	0	0	0
Mca26652	0	0	0	0
Mca26653	0	0	3	16
Mca26654	2	18	0	0
Mca26655	0	0	0	0
Mca26656	0	0	0	0
Mca26657	177	245	291	398
Mca26658	0	0	0	0
Mca26659	0	0	2	0
Mca26660	0	0	0	0
Mca26661	0	0	0	0
Mca26662	2	9	6	13
Mca26663	0	0	0	0
Mca26664	3647	5102	3812	4274
Mca26665	0	0	0	0
Mca26666	0	0	0	0
Mca26667	0	0	0	0
Mca26668	0	0	0	0
Mca26669	0	0	0	0
Mca26670	18	34	18	27
Mca26671	11	14	0	0
Mca26672	0	0	0	0
Mca26673	618	751	728	911
Mca26674	0	0	0	0
Mca26675	0	0	2	0
Mca26676	2	0	0	0
Mca26677	0	0	0	0
Mca26678	0	0	0	0
Mca26679	0	0	0	0
Mca26680	0	0	0	0
Mca26681	4	7	10	16
Mca26682	0	0	6	3
Mca26683	0	0	0	2
Mca26684	1010	1319	916	1035
Mca26685	0	0	0	0
Mca26686	0	0	2	0
Mca26687	0	6	16	16
Mca26688	2	7	2	0
Mca26689	0	0	0	0
Mca26690	0	0	0	0
Mca26691	0	0	0	0
Mca26692	0	0	0	0
Mca26693	0	2	2	2
Mca26694	0	0	0	0
Mca26695	0	0	2	2
Mca26696	196	327	86	104
Mca26697	0	0	2	0
Mca26698	171	247	169	285
Mca26699	928	1628	729	903
Mca26700	8	18	7	0
Mca26701	2	4	8	4
Mca26702	55	58	259	831
Mca26703	0	2	2	18
Mca26704	7190	8598	3815	2917
Mca26705	0	0	0	0
Mca26706	0	0	0	0
Mca26707	0	0	0	0
Mca26708	0	3	4	3
Mca26709	1	6	1	4
Mca26710	0	0	0	0
Mca26711	0	0	0	0
Mca26712	0	0	0	0
Mca26713	0	0	2	0
Mca26714	0	0	0	0
Mca26715	0	0	0	0
Mca26716	0	0	0	0
Mca26717	0	0	0	0
Mca26718	0	0	0	0
Mca26719	0	0	0	0
Mca26720	0	0	0	0
Mca26721	71	108	161	164
Mca26722	2	0	0	0
Mca26723	0	0	0	0
Mca26724	0	0	18	13
Mca26725	40	54	58	65
Mca26726	356	506	535	621
Mca26727	0	0	0	0
Mca26728	2	4	0	3
Mca26729	0	0	4	0
Mca26730	0	2	0	0
Mca26731	2	0	0	0
Mca26732	3674	4827	3213	3736
Mca26733	11	52	25	41
Mca26734	0	0	0	0
Mca26735	0	0	0	0
Mca26736	0	2	0	0
Mca26737	0	0	0	0
Mca26738	0	0	0	0
Mca26739	0	0	0	0
Mca26740	0	0	0	1
Mca26741	2	0	0	5
Mca26742	0	0	0	0
Mca26743	0	2	4	0
Mca26744	21	16	84	88
Mca26745	0	0	0	0
Mca26746	661	766	676	823
Mca26747	0	0	0	6
Mca26748	0	0	0	2
Mca26749	0	0	0	0
Mca26750	0	0	0	0
Mca26751	0	0	0	0
Mca26752	0	0	0	0
Mca26753	0	0	0	0
Mca26754	0	0	0	0
Mca26755	877	918	2197	2627
Mca26756	21	53	41	50
Mca26757	0	0	0	0
Mca26758	0	0	0	0
Mca26759	0	0	0	0
Mca26760	0	0	0	0
Mca26761	0	0	0	0
Mca26762	1698	2358	1599	1687
Mca26763	0	0	2	2
Mca26764	4	0	0	6
Mca26765	0	0	0	0
Mca26766	0	0	0	0
Mca26767	0	0	0	0
Mca26768	0	0	2	0
Mca26769	0	2	0	2
Mca26770	0	1	0	0
Mca26771	0	0	0	0
Mca26772	0	0	0	0
Mca26773	6	11	0	0
Mca26774	0	0	0	0
Mca26775	0	0	0	0
Mca26776	0	0	1	2
Mca26777	0	2	0	0
Mca26778	0	2	2	6
Mca26779	0	0	0	0
Mca26780	0	0	0	0
Mca26781	0	0	0	0
Mca26782	0	0	0	0
Mca26783	0	0	0	0
Mca26784	0	0	0	0
Mca26785	0	0	0	0
Mca26786	0	0	0	0
Mca26787	0	0	0	0
Mca26788	0	0	0	0
Mca26789	0	0	0	2
Mca26790	0	0	0	0
Mca26791	282	422	652	911
Mca26792	1	2	19	20
Mca26793	2	0	0	2
Mca26794	0	0	0	0
Mca26795	0	0	0	0
Mca26796	2	4	0	0
Mca26797	16	26	28	18
Mca26798	0	0	0	0
Mca26799	0	0	0	0
Mca26800	0	0	0	0
Mca26801	348	542	809	1046
Mca26802	0	0	0	0
Mca26803	0	0	0	0
Mca26804	0	0	0	0
Mca26805	0	0	0	0
Mca26806	0	0	0	0
Mca26807	0	0	0	0
Mca26808	0	0	0	0
Mca26809	0	0	0	2
Mca26810	0	0	0	1
Mca26811	0	0	0	0
Mca26812	0	0	0	0
Mca26813	0	5	0	0
Mca26814	0	0	0	0
Mca26815	0	0	2	0
Mca26816	0	0	1	0
Mca26817	0	4	0	0
Mca26818	2	5	6	12
Mca26819	7	10	54	38
Mca26820	40	40	46	22
Mca26821	0	0	0	0
Mca26822	0	0	0	0
Mca26823	0	0	0	0
Mca26824	0	0	0	0
Mca26825	0	0	0	0
Mca26826	0	0	0	0
Mca26827	0	0	0	0
Mca26828	315	467	532	649
Mca26829	0	0	0	0
Mca26830	0	0	0	0
Mca26831	0	0	0	2
Mca26832	0	0	0	0
Mca26833	1007	1425	1263	1512
Mca26834	48	68	94	94
Mca26835	24	56	52	38
Mca26836	0	0	0	0
Mca26837	0	0	0	0
Mca26838	0	0	0	0
Mca26839	0	0	10	16
Mca26840	0	0	0	0
Mca26841	0	0	0	0
Mca26842	1730	2369	2157	2680
Mca26843	0	1	1	1
Mca26844	142	288	265	298
Mca26845	40	69	78	101
Mca26846	0	0	0	0
Mca26847	0	0	0	0
Mca26848	0	0	0	0
Mca26849	0	0	0	0
Mca26850	0	0	0	0
Mca26851	0	0	0	0
Mca26852	0	0	0	0
Mca26853	190	236	200	163
Mca26854	59	90	86	121
Mca26855	38	43	76	72
Mca26856	0	0	0	0
Mca26857	0	0	0	0
Mca26858	0	0	0	0
Mca26859	0	0	0	0
Mca26860	12	15	0	0
Mca26861	0	0	0	0
Mca26862	0	0	0	0
Mca26863	0	0	0	0
Mca26864	0	0	2	0
Mca26865	0	0	0	0
Mca26866	0	0	0	0
Mca26867	0	0	0	0
Mca26868	0	0	0	0
Mca26869	0	0	0	0
Mca26870	0	0	0	0
Mca26871	0	0	0	0
Mca26872	0	0	0	0
Mca26873	0	0	0	0
Mca26874	34585	43485	41354	54104
Mca26875	0	0	0	0
Mca26876	0	0	0	2
Mca26877	0	0	2	1
Mca26878	810	1053	755	849
Mca26879	0	0	0	0
Mca26880	0	0	0	0
Mca26881	0	0	0	0
Mca26882	0	0	0	0
Mca26883	0	0	0	0
Mca26884	0	0	0	0
Mca26885	0	0	0	0
Mca26886	0	0	0	0
Mca26887	0	0	0	0
Mca26888	0	0	0	0
Mca26889	0	0	0	0
Mca26890	0	0	0	0
Mca26891	0	0	0	0
Mca26892	0	0	0	0
Mca26893	0	0	0	0
Mca26894	0	0	2	2
Mca26895	0	0	0	0
Mca26896	0	1	0	2
Mca26897	1311	1700	1344	1327
Mca26898	554	682	62	0
Mca26899	0	0	0	0
Mca26900	16	6	34	32
Mca26901	0	2	0	0
Mca26902	0	0	0	0
Mca26903	0	0	0	0
Mca26904	0	0	0	0
Mca26905	0	0	0	0
Mca26906	0	0	0	0
Mca26907	0	0	0	0
Mca26908	0	16	20	4
Mca26909	0	0	0	2
Mca26910	0	0	0	0
Mca26911	44	52	30	22
Mca26912	0	0	0	2
Mca26913	1	0	0	0
Mca26914	0	0	0	0
Mca26915	5	6	3	0
Mca26916	0	1	4	0
Mca26917	0	0	0	0
Mca26918	0	0	4	0
Mca26919	0	0	0	0
Mca26920	0	0	0	0
Mca26921	0	0	0	0
Mca26922	0	0	0	4
Mca26923	0	0	0	0
Mca26924	2	2	0	4
Mca26925	2	3	8	15
Mca26926	0	0	1	0
Mca26927	0	1	2	0
Mca26928	2	2	0	0
Mca26929	1976	2656	2075	2794
Mca26930	1384	1742	1539	1836
Mca26931	0	0	0	0
Mca26932	0	0	0	0
Mca26933	1325	1704	1116	1527
Mca26934	0	0	4	8
Mca26935	0	0	0	0
Mca26936	0	0	0	0
Mca26937	0	0	0	0
Mca26938	0	0	0	0
Mca26939	72	111	60	79
Mca26940	16	32	31	53
Mca26941	515	686	781	940
Mca26942	0	0	0	0
Mca26943	0	0	0	0
Mca26944	436	674	171	267
Mca26945	16	38	12	9
Mca26946	0	0	0	0
Mca26947	0	0	0	0
Mca26948	0	0	0	0
Mca26949	0	0	0	0
Mca26950	0	0	0	0
Mca26951	2	0	0	0
Mca26952	0	0	0	0
Mca26953	0	0	0	0
Mca26954	7000	8567	4874	5062
Mca26955	1970	2688	1802	2195
Mca26956	0	0	2	0
Mca26957	0	0	0	0
Mca26958	0	0	0	0
Mca26959	0	2	0	3
Mca26960	0	0	0	0
Mca26961	0	2	2	2
Mca26962	0	0	0	2
Mca26963	45343	51527	44347	60707
Mca26964	0	0	0	0
Mca26965	73	112	207	214
Mca26966	0	0	0	0
Mca26967	63	56	2173	1832
Mca26968	8	10	22	10
Mca26969	12	40	33	34
Mca26970	0	0	0	0
Mca26971	0	0	2	0
Mca26972	0	0	0	2
Mca26973	0	0	0	0
Mca26974	4	4	2	2
Mca26975	0	0	0	6
Mca26976	0	0	0	0
Mca26977	0	0	0	0
Mca26978	0	0	0	0
Mca26979	0	0	4	2
Mca26980	0	0	0	0
Mca26981	0	0	0	0
Mca26982	147	177	109	172
Mca26983	170	337	121	281
Mca26984	0	0	0	0
Mca26985	0	0	0	0
Mca26986	0	0	8	2
Mca26987	1661	2328	2096	2411
Mca26988	2	2	3	1
Mca26989	6	8	2	9
Mca26990	0	0	0	0
Mca26991	0	0	0	0
Mca26992	0	0	3	0
Mca26993	0	0	0	0
Mca26994	54	71	56	76
Mca26995	82	130	89	103
Mca26996	1	0	2	2
Mca26997	2	6	2	4
Mca26998	0	0	0	0
Mca26999	0	0	7	0
Mca27000	0	0	0	0
Mca27001	0	0	0	0
Mca27002	16	22	6	14
Mca27003	816	946	385	452
Mca27004	498	681	420	531
Mca27005	0	0	2	4
Mca27006	0	0	0	0
Mca27007	0	0	0	0
Mca27008	2	2	0	2
Mca27009	0	0	0	0
Mca27010	80	156	77	113
Mca27011	8	12	29	25
Mca27012	0	0	0	0
Mca27013	0	0	0	0
Mca27014	1117	1432	1185	1288
Mca27015	0	0	0	0
Mca27016	0	0	0	0
Mca27017	0	0	0	0
Mca27018	2205	2712	2869	3053
Mca27019	4	0	4	4
Mca27020	17	33	2	2
Mca27021	0	0	4	9
Mca27022	0	0	2	0
Mca27023	0	0	0	0
Mca27024	0	0	0	0
Mca27025	0	0	0	0
Mca27026	0	0	0	0
Mca27027	0	0	0	0
Mca27028	0	0	4	0
Mca27029	4	2	4	4
Mca27030	32	42	79	108
Mca27031	0	0	0	0
Mca27032	0	2	0	2
Mca27033	0	2	0	2
Mca27034	0	4	0	2
Mca27035	0	0	0	0
Mca27036	0	0	0	0
Mca27037	0	0	0	0
Mca27038	0	0	0	0
Mca27039	0	0	0	0
Mca27040	0	0	0	0
Mca27041	0	0	0	0
Mca27042	0	0	0	0
Mca27043	0	0	0	0
Mca27044	0	0	0	0
Mca27045	0	0	0	0
Mca27046	0	0	0	0
Mca27047	1520	2023	281	220
Mca27048	0	0	4	2
Mca27049	0	0	0	2
Mca27050	0	0	0	0
Mca27051	0	0	0	0
Mca27052	0	0	0	0
Mca27053	36	62	60	82
Mca27054	0	0	0	0
Mca27055	0	0	0	0
Mca27056	18	18	18	34
Mca27057	4	29	21	33
Mca27058	4	23	23	33
Mca27059	0	0	0	0
Mca27060	0	0	0	0
Mca27061	0	0	0	0
Mca27062	0	0	2	0
Mca27063	0	0	0	0
Mca27064	0	0	0	0
Mca27065	0	0	0	0
Mca27066	0	2	0	0
Mca27067	0	0	0	0
Mca27068	0	0	4	2
Mca27069	0	6	0	0
Mca27070	0	0	0	0
Mca27071	0	0	0	2
Mca27072	0	0	0	0
Mca27073	0	0	0	0
Mca27074	0	0	0	0
Mca27075	6	8	8	6
Mca27076	0	0	0	0
Mca27077	0	0	0	0
Mca27078	10	0	3	0
Mca27079	0	0	0	0
Mca27080	0	0	0	0
Mca27081	65	124	225	201
Mca27082	8377	10743	9861	11931
Mca27083	4341	4593	5792	9041
Mca27084	0	0	2	2
Mca27085	532	679	1307	1025
Mca27086	0	0	0	0
Mca27087	0	0	0	0
Mca27088	2	2	2	2
Mca27089	0	0	0	0
Mca27090	2	6	0	2
Mca27091	7	8	2	2
Mca27092	0	0	2	4
Mca27093	0	0	0	0
Mca27094	0	4	0	0
Mca27095	0	0	0	0
Mca27096	4	0	0	0
Mca27097	764	1124	1390	1496
Mca27098	0	0	0	0
Mca27099	0	0	0	0
Mca27100	897	1265	1012	1249
Mca27101	310	506	422	467
Mca27102	0	0	0	0
Mca27103	0	0	0	0
Mca27104	731	858	1046	1334
Mca27105	731	883	795	1210
Mca27106	0	1	0	1
Mca27107	0	0	0	0
Mca27108	0	2	0	0
Mca27109	0	4	6	10
Mca27110	0	0	0	0
Mca27111	0	0	0	0
Mca27112	0	0	0	0
Mca27113	0	0	0	0
Mca27114	0	0	0	0
Mca27115	0	0	0	0
Mca27116	0	0	0	0
Mca27117	0	0	0	0
Mca27118	0	0	0	0
Mca27119	0	0	0	0
Mca27120	15	40	58	54
Mca27121	1730	2428	2699	3232
Mca27122	2	10	15	14
Mca27123	133	168	60	57
Mca27124	0	0	0	0
Mca27125	0	0	0	0
Mca27126	0	0	0	0
Mca27127	0	0	0	0
Mca27128	531	676	681	810
Mca27129	6	18	3	6
Mca27130	2	0	16	18
Mca27131	0	0	0	0
Mca27132	0	0	2	0
Mca27133	4	2	10	8
Mca27134	111	174	229	253
Mca27135	0	0	2	0
Mca27136	0	0	0	0
Mca27137	0	0	0	0
Mca27138	0	0	0	0
Mca27139	1	0	0	0
Mca27140	0	0	0	0
Mca27141	149	234	300	428
Mca27142	0	0	0	0
Mca27143	0	0	0	0
Mca27144	0	0	0	0
Mca27145	0	0	0	0
Mca27146	134	211	237	335
Mca27147	0	0	0	0
Mca27148	0	0	0	0
Mca27149	0	2	0	0
Mca27150	2151	2653	915	652
Mca27151	0	0	4	0
Mca27152	571	772	880	849
Mca27153	0	0	0	0
Mca27154	0	0	0	0
Mca27155	0	0	0	0
Mca27156	0	0	0	0
Mca27157	0	0	0	0
Mca27158	6	6	2	2
Mca27159	0	0	0	0
Mca27160	0	0	0	3
Mca27161	0	0	0	9
Mca27162	2	3	4	2
Mca27163	0	0	0	0
Mca27164	3	3	3	7
Mca27165	0	0	0	0
Mca27166	0	0	0	0
Mca27167	0	0	0	3
Mca27168	0	0	0	2
Mca27169	0	0	0	0
Mca27170	4	0	0	8
Mca27171	0	0	0	0
Mca27172	0	2	0	0
Mca27173	0	0	0	0
Mca27174	0	0	0	0
Mca27175	0	0	0	0
Mca27176	0	0	0	0
Mca27177	0	0	0	0
Mca27178	0	0	0	0
Mca27179	0	0	0	0
Mca27180	0	0	0	0
Mca27181	0	0	0	0
Mca27182	0	0	0	0
Mca27183	0	0	0	0
Mca27184	0	0	0	0
Mca27185	0	0	0	0
Mca27186	0	0	0	0
Mca27187	218	250	197	201
Mca27188	4	8	8	11
Mca27189	1	0	10	5
Mca27190	20	43	32	36
Mca27191	0	0	3	4
Mca27192	6682	9618	3658	4829
Mca27193	186	198	58	72
Mca27194	0	0	2	2
Mca27195	0	0	0	0
Mca27196	0	0	0	0
Mca27197	0	0	0	0
Mca27198	0	0	0	0
Mca27199	0	0	0	0
Mca27200	0	0	2	0
Mca27201	0	0	0	0
Mca27202	0	0	0	0
